age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
36,Gen X Early,Male,Shirt,Clothing,87,South Carolina,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months
25,Millennials,Male,Belt,Accessories,41,Iowa,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly
20,Gen Z,Male,Sweater,Clothing,67,North Dakota,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually
62,Pre-Retirement,Male,Hoodie,Clothing,70,West Virginia,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly
69,Seniors,Male,Handbag,Accessories,41,Mississippi,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months
54,Gen X Late,Male,Jeans,Clothing,83,Alabama,Yellow,Summer,5.0,No,Express,No,No,48,Bank Transfer,Weekly
39,Gen X Early,Male,Backpack,Accessories,22,California,Black,Spring,4.0,No,Next Day Air,No,No,12,Bank Transfer,Annually
56,Pre-Retirement,Male,Sneakers,Footwear,20,Idaho,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months
39,Gen X Early,Male,Jewelry,Accessories,29,South Dakota,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly
37,Gen X Early,Male,Sunglasses,Accessories,87,North Dakota,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Bi-Weekly
25,Millennials,Male,Shorts,Clothing,81,Nevada,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
35,Gen X Early,Male,Boots,Footwear,58,Florida,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly
45,Gen X Late,Male,Skirt,Clothing,83,Indiana,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually
19,Gen Z,Male,Pants,Clothing,59,Arkansas,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly
21,Gen Z,Male,T-shirt,Clothing,93,North Carolina,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly
65,Seniors,Male,T-shirt,Clothing,87,Illinois,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly
49,Gen X Late,Male,Jacket,Outerwear,22,Missouri,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly
30,Millennials,Male,Jeans,Clothing,71,South Dakota,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly
23,Gen Z,Male,Dress,Clothing,69,Idaho,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly
69,Seniors,Male,Blouse,Clothing,47,Connecticut,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months
29,Millennials,Male,Hoodie,Clothing,50,Hawaii,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly
54,Gen X Late,Male,T-shirt,Clothing,96,Maryland,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months
45,Gen X Late,Male,Sweater,Clothing,39,Maryland,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly
25,Millennials,Male,Shorts,Clothing,84,Massachusetts,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly
34,Millennials,Male,Jewelry,Accessories,28,Delaware,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly
46,Gen X Late,Male,T-shirt,Clothing,51,Massachusetts,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Bi-Weekly
70,Seniors,Male,Scarf,Accessories,20,New York,Gold,Spring,3.3,No,Standard,No,No,39,PayPal,Annually
42,Gen X Early,Male,Shoes,Footwear,72,Delaware,Teal,Winter,3.3,No,Free Shipping,No,No,21,PayPal,Weekly
45,Gen X Late,Male,Sunglasses,Accessories,33,Massachusetts,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly
57,Pre-Retirement,Male,Coat,Outerwear,28,Indiana,Olive,Summer,2.8,No,Express,No,No,45,Debit Card,Weekly
49,Gen X Late,Male,Blouse,Clothing,53,Virginia,Violet,Spring,4.0,No,Express,No,No,19,PayPal,Monthly
23,Gen Z,Male,Jeans,Clothing,48,Wyoming,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months
47,Gen X Late,Male,Shorts,Clothing,21,Illinois,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Bi-Weekly
23,Gen Z,Male,Shirt,Clothing,22,Alabama,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly
21,Gen Z,Male,Backpack,Accessories,87,Idaho,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly
45,Gen X Late,Male,Belt,Accessories,50,Rhode Island,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months
67,Seniors,Male,Blouse,Clothing,85,New York,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually
31,Millennials,Male,Jeans,Clothing,98,Missouri,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
58,Pre-Retirement,Male,Dress,Clothing,34,Texas,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually
57,Pre-Retirement,Male,Shorts,Clothing,61,Tennessee,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly
42,Gen X Early,Male,Jewelry,Accessories,98,Ohio,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly
60,Pre-Retirement,Male,Handbag,Accessories,61,Tennessee,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly
21,Gen Z,Male,Jewelry,Accessories,98,Minnesota,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly
69,Seniors,Male,Pants,Clothing,21,Wisconsin,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months
41,Gen X Early,Male,Pants,Clothing,51,Delaware,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly
51,Gen X Late,Male,Sandals,Footwear,80,Kansas,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months
23,Gen Z,Male,Skirt,Clothing,72,Missouri,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly
57,Pre-Retirement,Male,Sunglasses,Accessories,63,Michigan,Teal,Winter,3.0,No,Standard,No,No,23,PayPal,Weekly
40,Gen X Early,Male,Skirt,Clothing,27,West Virginia,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly
65,Seniors,Male,Handbag,Accessories,44,Alabama,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Bi-Weekly
61,Pre-Retirement,Male,Coat,Outerwear,23,New Hampshire,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly
34,Millennials,Male,Skirt,Clothing,93,Montana,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually
43,Gen X Early,Male,Hoodie,Clothing,70,Wyoming,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months
31,Millennials,Male,Sunglasses,Accessories,85,Missouri,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months
57,Pre-Retirement,Male,Sweater,Clothing,40,Ohio,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually
34,Millennials,Male,Boots,Footwear,29,South Dakota,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly
25,Millennials,Male,Skirt,Clothing,27,Colorado,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Bi-Weekly
66,Seniors,Male,Dress,Clothing,93,Massachusetts,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Bi-Weekly
56,Pre-Retirement,Male,Belt,Accessories,20,Delaware,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly
49,Gen X Late,Male,Jewelry,Accessories,55,New Hampshire,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly
19,Gen Z,Male,Dress,Clothing,94,Michigan,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually
27,Millennials,Male,Hat,Accessories,56,Pennsylvania,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly
68,Seniors,Male,Sweater,Clothing,58,Louisiana,Green,Spring,4.0,No,Next Day Air,No,No,1,PayPal,Weekly
20,Gen Z,Male,Skirt,Clothing,44,Minnesota,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly
21,Gen Z,Male,Hoodie,Clothing,95,Hawaii,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly
36,Gen X Early,Male,Sandals,Footwear,42,Idaho,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Bi-Weekly
37,Gen X Early,Male,Jewelry,Accessories,93,Vermont,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually
61,Pre-Retirement,Male,Dress,Clothing,56,Delaware,Charcoal,Summer,3.0,No,Store Pickup,No,No,34,Venmo,Quarterly
68,Seniors,Male,Hoodie,Clothing,88,New Mexico,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly
60,Pre-Retirement,Male,Sweater,Clothing,54,Alaska,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly
69,Seniors,Male,Jewelry,Accessories,89,Minnesota,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Bi-Weekly
25,Millennials,Male,Sandals,Footwear,45,Nebraska,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months
32,Millennials,Male,Socks,Clothing,75,Alaska,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly
53,Gen X Late,Male,Backpack,Accessories,22,Michigan,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly
46,Gen X Late,Male,Shirt,Clothing,82,Indiana,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually
58,Pre-Retirement,Male,Shoes,Footwear,34,Hawaii,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually
21,Gen Z,Male,Coat,Outerwear,92,West Virginia,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually
46,Gen X Late,Male,Sweater,Clothing,78,New York,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly
18,Gen Z,Male,Jacket,Outerwear,47,Iowa,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly
56,Pre-Retirement,Male,Jacket,Outerwear,64,Arizona,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months
18,Gen Z,Male,Sneakers,Footwear,44,Minnesota,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Bi-Weekly
49,Gen X Late,Male,Belt,Accessories,94,Texas,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly
29,Millennials,Male,Scarf,Accessories,62,Virginia,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly
67,Seniors,Male,Jewelry,Accessories,81,North Dakota,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly
31,Millennials,Male,T-shirt,Clothing,33,Iowa,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly
52,Gen X Late,Male,Pants,Clothing,88,Utah,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Bi-Weekly
42,Gen X Early,Male,Handbag,Accessories,49,Ohio,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly
32,Millennials,Male,Backpack,Accessories,31,Louisiana,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly
47,Gen X Late,Male,Gloves,Accessories,29,Iowa,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly
45,Gen X Late,Male,Jacket,Outerwear,34,Maryland,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly
20,Gen Z,Male,Sweater,Clothing,38,Montana,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
66,Seniors,Male,Blouse,Clothing,41,Illinois,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly
52,Gen X Late,Male,Blouse,Clothing,34,Arizona,Peach,Spring,3.0,No,2-Day Shipping,No,No,43,Debit Card,Quarterly
50,Gen X Late,Male,Gloves,Accessories,26,North Carolina,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly
62,Pre-Retirement,Male,Jeans,Clothing,98,Montana,Purple,Winter,4.0,No,Store Pickup,No,No,38,Cash,Annually
38,Gen X Early,Male,Sneakers,Footwear,59,Iowa,Peach,Fall,3.0,No,Express,No,No,22,Debit Card,Every 3 Months
65,Seniors,Male,Hat,Accessories,92,Iowa,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months
60,Pre-Retirement,Male,Backpack,Accessories,40,Ohio,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Bi-Weekly
68,Seniors,Male,Jeans,Clothing,20,Wisconsin,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Bi-Weekly
62,Pre-Retirement,Male,Skirt,Clothing,35,South Carolina,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly
62,Pre-Retirement,Male,Belt,Accessories,35,Oregon,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly
40,Gen X Early,Male,Dress,Clothing,82,North Dakota,Magenta,Winter,3.7,No,Express,No,No,1,Cash,Weekly
32,Millennials,Male,Hoodie,Clothing,48,California,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly
22,Gen Z,Male,Coat,Outerwear,58,Mississippi,Indigo,Winter,2.7,No,Express,No,No,30,Credit Card,Weekly
33,Millennials,Male,Sweater,Clothing,57,New Jersey,Turquoise,Spring,3.9,No,Express,No,No,48,Debit Card,Bi-Weekly
57,Pre-Retirement,Male,Shorts,Clothing,96,Rhode Island,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly
60,Pre-Retirement,Male,Sneakers,Footwear,97,New Hampshire,Gray,Summer,3.5,No,Free Shipping,No,No,33,Venmo,Bi-Weekly
30,Millennials,Male,Sweater,Clothing,42,Louisiana,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly
41,Gen X Early,Male,T-shirt,Clothing,62,Arizona,Gold,Spring,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly
58,Pre-Retirement,Male,Handbag,Accessories,67,Rhode Island,Green,Fall,3.9,No,Standard,No,No,24,Venmo,Annually
34,Millennials,Male,Sneakers,Footwear,46,Vermont,Gold,Summer,3.5,No,Standard,No,No,37,Venmo,Bi-Weekly
67,Seniors,Male,Jacket,Outerwear,71,Tennessee,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
58,Pre-Retirement,Male,Backpack,Accessories,99,Alaska,Blue,Fall,3.4,No,Free Shipping,No,No,6,Debit Card,Bi-Weekly
41,Gen X Early,Male,Jeans,Clothing,28,Maryland,Magenta,Fall,2.7,No,Standard,No,No,16,Cash,Bi-Weekly
42,Gen X Early,Male,Belt,Accessories,77,Wisconsin,Blue,Summer,3.6,No,Standard,No,No,33,Bank Transfer,Annually
50,Gen X Late,Male,Boots,Footwear,63,Nevada,Blue,Summer,4.9,No,Express,No,No,18,PayPal,Bi-Weekly
40,Gen X Early,Male,Shorts,Clothing,62,Illinois,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
32,Millennials,Male,Jeans,Clothing,92,Montana,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
51,Gen X Late,Male,Shoes,Footwear,72,New Mexico,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
26,Millennials,Male,Hat,Accessories,79,Virginia,Purple,Summer,4.0,No,Express,No,No,4,Cash,Weekly
32,Millennials,Male,T-shirt,Clothing,27,Delaware,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly
58,Pre-Retirement,Male,Sunglasses,Accessories,39,North Carolina,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
51,Gen X Late,Male,Socks,Clothing,86,Nevada,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
19,Gen Z,Male,Shirt,Clothing,94,Washington,Gold,Fall,5.0,No,Express,No,No,31,PayPal,Monthly
57,Pre-Retirement,Male,Shorts,Clothing,53,Maine,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
66,Seniors,Male,Shirt,Clothing,85,Connecticut,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually
62,Pre-Retirement,Male,Socks,Clothing,50,Louisiana,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly
58,Pre-Retirement,Male,Pants,Clothing,47,Illinois,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
23,Gen Z,Male,Boots,Footwear,75,South Dakota,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly
45,Gen X Late,Male,T-shirt,Clothing,60,Indiana,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
20,Gen Z,Male,T-shirt,Clothing,36,Vermont,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
33,Millennials,Male,Coat,Outerwear,80,New Hampshire,Gray,Spring,3.9,No,Express,No,No,45,Cash,Every 3 Months
30,Millennials,Male,Hat,Accessories,96,Oregon,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
50,Gen X Late,Male,Sunglasses,Accessories,80,Kansas,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually
62,Pre-Retirement,Male,Blouse,Clothing,71,Maine,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
69,Seniors,Male,Jewelry,Accessories,29,Louisiana,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly
34,Millennials,Male,Jewelry,Accessories,53,Louisiana,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
49,Gen X Late,Male,Skirt,Clothing,35,Indiana,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Bi-Weekly
65,Seniors,Male,Scarf,Accessories,75,Kentucky,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
66,Seniors,Male,Pants,Clothing,52,South Carolina,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
41,Gen X Early,Male,Hat,Accessories,77,Montana,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly
37,Gen X Early,Male,Gloves,Accessories,24,Vermont,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
32,Millennials,Male,Shirt,Clothing,78,Mississippi,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually
42,Gen X Early,Male,Sandals,Footwear,98,Wyoming,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
31,Millennials,Male,Socks,Clothing,57,Vermont,Blue,Winter,3.0,No,Standard,No,No,7,PayPal,Every 3 Months
61,Pre-Retirement,Male,Handbag,Accessories,78,Alabama,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually
36,Gen X Early,Male,Jacket,Outerwear,76,Kentucky,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
60,Pre-Retirement,Male,Shorts,Clothing,26,South Dakota,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
51,Gen X Late,Male,Sandals,Footwear,78,Delaware,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly
68,Seniors,Male,Scarf,Accessories,53,Wisconsin,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly
46,Gen X Late,Male,Sandals,Footwear,100,Arizona,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly
19,Gen Z,Male,Jeans,Clothing,73,Maine,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months
30,Millennials,Male,Skirt,Clothing,40,New Mexico,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
51,Gen X Late,Male,Gloves,Accessories,76,Wyoming,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
28,Millennials,Male,Skirt,Clothing,80,Delaware,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Bi-Weekly
41,Gen X Early,Male,Sweater,Clothing,80,Pennsylvania,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
29,Millennials,Male,Blouse,Clothing,67,North Dakota,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Bi-Weekly
25,Millennials,Male,Sweater,Clothing,61,Kentucky,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
60,Pre-Retirement,Male,Shirt,Clothing,76,Rhode Island,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually
63,Pre-Retirement,Male,Jewelry,Accessories,55,Arizona,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
51,Gen X Late,Male,T-shirt,Clothing,85,Colorado,Maroon,Summer,4.0,No,Next Day Air,No,No,33,Cash,Monthly
22,Gen Z,Male,Scarf,Accessories,69,Maine,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually
54,Gen X Late,Male,Belt,Accessories,26,New Jersey,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Bi-Weekly
18,Gen Z,Male,T-shirt,Clothing,64,Kansas,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
29,Millennials,Male,Sneakers,Footwear,60,South Dakota,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
59,Pre-Retirement,Male,Gloves,Accessories,36,New Hampshire,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Bi-Weekly
25,Millennials,Male,Sandals,Footwear,21,Connecticut,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
19,Gen Z,Male,Backpack,Accessories,72,Wyoming,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
56,Pre-Retirement,Male,Pants,Clothing,62,Missouri,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
31,Millennials,Male,T-shirt,Clothing,44,Alaska,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Bi-Weekly
45,Gen X Late,Male,Skirt,Clothing,52,Delaware,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
23,Gen Z,Male,Gloves,Accessories,58,Indiana,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Bi-Weekly
18,Gen Z,Male,Blouse,Clothing,77,West Virginia,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
43,Gen X Early,Male,Blouse,Clothing,99,Wyoming,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Bi-Weekly
56,Pre-Retirement,Male,Jeans,Clothing,96,Illinois,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
43,Gen X Early,Male,T-shirt,Clothing,64,Alaska,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
64,Pre-Retirement,Male,Sweater,Clothing,44,Wisconsin,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
67,Seniors,Male,Pants,Clothing,33,Indiana,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
63,Pre-Retirement,Male,Boots,Footwear,71,Tennessee,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
54,Gen X Late,Male,Skirt,Clothing,36,Illinois,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly
69,Seniors,Male,Gloves,Accessories,62,Pennsylvania,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually
34,Millennials,Male,Socks,Clothing,29,Oklahoma,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
56,Pre-Retirement,Male,T-shirt,Clothing,33,Tennessee,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
34,Millennials,Male,Blouse,Clothing,33,New Jersey,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
58,Pre-Retirement,Male,Blouse,Clothing,41,New Jersey,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
44,Gen X Early,Male,Scarf,Accessories,54,Tennessee,Blue,Winter,5.0,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
25,Millennials,Male,Backpack,Accessories,58,Georgia,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Bi-Weekly
27,Millennials,Male,Shorts,Clothing,30,Arizona,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
26,Millennials,Male,Jewelry,Accessories,53,Nevada,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
18,Gen Z,Male,Gloves,Accessories,91,Arkansas,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
64,Pre-Retirement,Male,Hoodie,Clothing,44,North Dakota,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
62,Pre-Retirement,Male,Hoodie,Clothing,89,South Dakota,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
59,Pre-Retirement,Male,Skirt,Clothing,57,North Carolina,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
36,Gen X Early,Male,Sunglasses,Accessories,57,Hawaii,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
69,Seniors,Male,Jewelry,Accessories,74,New Hampshire,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
39,Gen X Early,Male,Jacket,Outerwear,30,California,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
28,Millennials,Male,Dress,Clothing,20,Delaware,Red,Summer,3.7,No,Express,No,No,10,PayPal,Bi-Weekly
42,Gen X Early,Male,Hoodie,Clothing,90,Arizona,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
31,Millennials,Male,Jeans,Clothing,61,Washington,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
57,Pre-Retirement,Male,Sandals,Footwear,51,Nevada,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly
53,Gen X Late,Male,Sunglasses,Accessories,97,Alaska,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Bi-Weekly
59,Pre-Retirement,Male,Pants,Clothing,97,Texas,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
32,Millennials,Male,Shorts,Clothing,40,New York,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
65,Seniors,Male,Jewelry,Accessories,85,Iowa,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
56,Pre-Retirement,Male,Socks,Clothing,76,Arizona,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
31,Millennials,Male,Sandals,Footwear,22,New Mexico,Olive,Spring,5.0,No,Store Pickup,No,No,21,Venmo,Monthly
